Version,Noise,Step,Loss,Value
v0,0.1,131,Validation,0.027576426044106483
v0,0.1,263,Validation,0.02396821416914463
v0,0.1,395,Validation,0.018342485651373863
v0,0.1,527,Validation,0.018774045631289482
v0,0.1,659,Validation,0.019116921350359917
v0,0.1,791,Validation,0.01827462762594223
v0,0.1,923,Validation,0.02276570349931717
v0,0.1,1055,Validation,0.017223069444298744
v0,0.1,1187,Validation,0.018546106293797493
v0,0.1,1319,Validation,0.02017374522984028
v0,0.1,1451,Validation,0.01764592155814171
v0,0.1,1583,Validation,0.019754426553845406
v0,0.1,1715,Validation,0.016587691381573677
v0,0.1,1847,Validation,0.015852222219109535
v0,0.1,1979,Validation,0.01669173501431942
v0,0.1,2111,Validation,0.0171617791056633
v0,0.1,2243,Validation,0.0168289951980114
v0,0.1,2375,Validation,0.015502004884183407
v0,0.1,2507,Validation,0.014974460937082767
v0,0.1,2639,Validation,0.01829594001173973
v0,0.1,2771,Validation,0.015798525884747505
v0,0.1,2903,Validation,0.015026848763227463
v0,0.1,3035,Validation,0.015389355830848217
v0,0.1,3167,Validation,0.015112803317606449
v0,0.1,3299,Validation,0.01691771298646927
v0,0.1,3431,Validation,0.017983492463827133
v0,0.1,3563,Validation,0.014125680550932884
v0,0.1,3695,Validation,0.01395976822823286
v0,0.1,3827,Validation,0.015318700112402439
v0,0.1,3959,Validation,0.01609678380191326
v0,0.1,4091,Validation,0.014119665138423443
v0,0.1,4223,Validation,0.013569299131631851
v0,0.1,4355,Validation,0.01324487291276455
v0,0.1,4487,Validation,0.013536881655454636
v0,0.1,4619,Validation,0.015360563062131405
v0,0.1,4751,Validation,0.01304415613412857
v0,0.1,4883,Validation,0.014308495447039604
v0,0.1,5015,Validation,0.0130644291639328
v0,0.1,5147,Validation,0.01314725261181593
v0,0.1,5279,Validation,0.013769206590950489
v0,0.1,5411,Validation,0.014879140071570873
v0,0.1,5543,Validation,0.012616349384188652
v0,0.1,5675,Validation,0.013896279036998749
v0,0.1,5807,Validation,0.012328860349953175
v0,0.1,5939,Validation,0.016429975628852844
v0,0.1,6071,Validation,0.015325900167226791
v0,0.1,6203,Validation,0.015573997050523758
v0,0.1,6335,Validation,0.013926546089351177
v0,0.1,6467,Validation,0.01307702250778675
v0,0.1,6599,Validation,0.01680666208267212
v0,0.1,6731,Validation,0.014375611208379269
v0,0.1,6863,Validation,0.012657864950597286
v0,0.1,6995,Validation,0.013988512568175793
v0,0.1,7127,Validation,0.012528562918305397
v0,0.1,7259,Validation,0.016720667481422424
v0,0.1,7391,Validation,0.01481903251260519
v0,0.1,7523,Validation,0.012375354766845703
v0,0.1,7655,Validation,0.013980085961520672
v0,0.1,7787,Validation,0.012027404271066189
v0,0.1,7919,Validation,0.012280412018299103
v0,0.1,8051,Validation,0.015401998534798622
v0,0.1,8183,Validation,0.012052813544869423
v0,0.1,8315,Validation,0.012313129380345345
v0,0.1,8447,Validation,0.013182146474719048
v0,0.1,8579,Validation,0.012331425212323666
v0,0.1,8711,Validation,0.015496226027607918
v0,0.1,8843,Validation,0.012044680304825306
v0,0.1,8975,Validation,0.013349526561796665
v0,0.1,9107,Validation,0.012583224102854729
v0,0.1,9239,Validation,0.012112488970160484
v0,0.1,9371,Validation,0.012901939451694489
v0,0.1,9503,Validation,0.012768017128109932
v0,0.1,9635,Validation,0.012052338570356369
v0,0.1,9767,Validation,0.012792370282113552
v0,0.1,9899,Validation,0.01152415107935667
v0,0.1,10031,Validation,0.012006336823105812
v0,0.1,10163,Validation,0.011752007529139519
v0,0.1,10295,Validation,0.012254930101335049
v0,0.1,10427,Validation,0.011521732434630394
v0,0.1,10559,Validation,0.01213216781616211
v0,0.1,10691,Validation,0.011646347120404243
v0,0.1,10823,Validation,0.012090031057596207
v0,0.1,10955,Validation,0.011752920225262642
v0,0.1,11087,Validation,0.011553608812391758
v0,0.1,11219,Validation,0.012036646716296673
v0,0.1,11351,Validation,0.011494818143546581
v0,0.1,11483,Validation,0.011522295884788036
v0,0.1,11615,Validation,0.011562061496078968
v0,0.1,11747,Validation,0.01216549426317215
v0,0.1,11879,Validation,0.011397985741496086
v0,0.1,12011,Validation,0.011861291714012623
v0,0.1,12143,Validation,0.011515097692608833
v0,0.1,12275,Validation,0.01165701262652874
v0,0.1,12407,Validation,0.011635005474090576
v0,0.1,12539,Validation,0.011518879793584347
v0,0.1,12671,Validation,0.011547768488526344
v0,0.1,12803,Validation,0.012077308259904385
v0,0.1,12935,Validation,0.013368232175707817
v0,0.1,13067,Validation,0.011672894470393658
v0,0.1,13199,Validation,0.011646824888885021
v0,0.1,13331,Validation,0.011545909568667412
v0,0.1,13463,Validation,0.011449812911450863
v0,0.1,13595,Validation,0.011248782277107239
v0,0.1,13727,Validation,0.012290814891457558
v0,0.1,13859,Validation,0.012980682775378227
v0,0.1,13991,Validation,0.011278526857495308
v0,0.1,14123,Validation,0.011657215654850006
v0,0.1,14255,Validation,0.011286018416285515
v0,0.1,14387,Validation,0.011187654919922352
v0,0.1,14519,Validation,0.011257869191467762
v0,0.1,14651,Validation,0.011259319260716438
v0,0.1,14783,Validation,0.011738707311451435
v0,0.1,14915,Validation,0.011530982330441475
v0,0.1,15047,Validation,0.011186506599187851
v0,0.1,15179,Validation,0.011225331574678421
v0,0.1,15311,Validation,0.011962068267166615
v0,0.1,15443,Validation,0.012001549825072289
v0,0.1,15575,Validation,0.0111733078956604
v0,0.1,15707,Validation,0.01130039431154728
v0,0.1,15839,Validation,0.011260216124355793
v0,0.1,15971,Validation,0.012211204506456852
v0,0.1,16103,Validation,0.011805450543761253
v0,0.1,16235,Validation,0.011961174197494984
v0,0.1,16367,Validation,0.011376517824828625
v0,0.1,16499,Validation,0.011426941491663456
v0,0.1,16631,Validation,0.012661272659897804
v0,0.1,16763,Validation,0.011185750365257263
v0,0.1,16895,Validation,0.01134457066655159
v0,0.1,17027,Validation,0.011281860060989857
v0,0.1,17159,Validation,0.014755884185433388
v0,0.1,17291,Validation,0.011275592260062695
v0,0.1,17423,Validation,0.011763377115130424
v0,0.1,17555,Validation,0.011745410040020943
v0,0.1,17687,Validation,0.011878866702318192
v0,0.1,17819,Validation,0.012643285095691681
v0,0.1,17951,Validation,0.012214875780045986
v0,0.1,18083,Validation,0.011084004305303097
v0,0.1,18215,Validation,0.011088560335338116
v0,0.1,18347,Validation,0.011923626065254211
v0,0.1,18479,Validation,0.011481706984341145
v0,0.1,18611,Validation,0.011532748118042946
v0,0.1,18743,Validation,0.011129453778266907
v0,0.1,18875,Validation,0.013524727895855904
v0,0.1,19007,Validation,0.012474729679524899
v0,0.1,19139,Validation,0.011912037618458271
v0,0.1,19271,Validation,0.011761133559048176
v0,0.1,19403,Validation,0.012090645730495453
v0,0.1,19535,Validation,0.011448720470070839
v0,0.1,19667,Validation,0.011455734260380268
v0,0.1,19799,Validation,0.011340486817061901
v0,0.1,19931,Validation,0.0110740065574646
v0,0.1,20063,Validation,0.012231769971549511
v0,0.1,20195,Validation,0.011289707385003567
v1,0.1,131,Validation,0.025212282314896584
v1,0.1,263,Validation,0.022015977650880814
v1,0.1,395,Validation,0.02460029162466526
v1,0.1,527,Validation,0.019705915823578835
v1,0.1,659,Validation,0.018896667286753654
v1,0.1,791,Validation,0.018596336245536804
v1,0.1,923,Validation,0.01863471046090126
v1,0.1,1055,Validation,0.02123238891363144
v1,0.1,1187,Validation,0.01706203818321228
v1,0.1,1319,Validation,0.017523162066936493
v1,0.1,1451,Validation,0.016905276104807854
v1,0.1,1583,Validation,0.016857445240020752
v1,0.1,1715,Validation,0.017595719546079636
v1,0.1,1847,Validation,0.01567750982940197
v1,0.1,1979,Validation,0.016581851989030838
v1,0.1,2111,Validation,0.013713249936699867
v1,0.1,2243,Validation,0.05862724781036377
v1,0.1,2375,Validation,0.013436873443424702
v1,0.1,2507,Validation,0.01275558676570654
v1,0.1,2639,Validation,0.012514104135334492
v1,0.1,2771,Validation,0.011634254828095436
v1,0.1,2903,Validation,0.010795334354043007
v1,0.1,3035,Validation,0.010209032334387302
v1,0.1,3167,Validation,0.010519244708120823
v1,0.1,3299,Validation,0.01028393767774105
v1,0.1,3431,Validation,0.011124027892947197
v1,0.1,3563,Validation,0.00974278524518013
v1,0.1,3695,Validation,0.010189893655478954
v1,0.1,3827,Validation,0.012141937389969826
v1,0.1,3959,Validation,0.010845823213458061
v1,0.1,4091,Validation,0.00974041223526001
v1,0.1,4223,Validation,0.01590779982507229
v1,0.1,4355,Validation,0.01027420163154602
v1,0.1,4487,Validation,0.010411073453724384
v1,0.1,4619,Validation,0.009321048855781555
v1,0.1,4751,Validation,0.008834993466734886
v1,0.1,4883,Validation,0.00930049829185009
v1,0.1,5015,Validation,0.008957122452557087
v1,0.1,5147,Validation,0.011147582903504372
v1,0.1,5279,Validation,0.011234978213906288
v1,0.1,5411,Validation,0.011308521963655949
v1,0.1,5543,Validation,0.01051133219152689
v1,0.1,5675,Validation,0.00933598168194294
v1,0.1,5807,Validation,0.00894338358193636
v1,0.1,5939,Validation,0.012800454162061214
v1,0.1,6071,Validation,0.010180488228797913
v1,0.1,6203,Validation,0.009122062474489212
v1,0.1,6335,Validation,0.014282780699431896
v1,0.1,6467,Validation,0.011989633552730083
v1,0.1,6599,Validation,0.010525750927627087
v1,0.1,6731,Validation,0.012703992426395416
v1,0.1,6863,Validation,0.009342958219349384
v1,0.1,6995,Validation,0.008684661239385605
v1,0.1,7127,Validation,0.010516251437366009
v1,0.1,7259,Validation,0.009649175219237804
v1,0.1,7391,Validation,0.009355396963655949
v1,0.1,7523,Validation,0.007922491058707237
v1,0.1,7655,Validation,0.007876615971326828
v1,0.1,7787,Validation,0.0083356574177742
v1,0.1,7919,Validation,0.010905060917139053
v1,0.1,8051,Validation,0.008202564902603626
v1,0.1,8183,Validation,0.00830751657485962
v1,0.1,8315,Validation,0.012883189134299755
v1,0.1,8447,Validation,0.009881921112537384
v1,0.1,8579,Validation,0.008775333873927593
v1,0.1,8711,Validation,0.007662484887987375
v1,0.1,8843,Validation,0.01109379157423973
v1,0.1,8975,Validation,0.011317189782857895
v1,0.1,9107,Validation,0.008181842043995857
v1,0.1,9239,Validation,0.008231409825384617
v1,0.1,9371,Validation,0.0075995344668626785
v1,0.1,9503,Validation,0.008615242317318916
v1,0.1,9635,Validation,0.010017363354563713
v1,0.1,9767,Validation,0.010815592482686043
v1,0.1,9899,Validation,0.009880216792225838
v1,0.1,10031,Validation,0.011004894971847534
v1,0.1,10163,Validation,0.010252969339489937
v1,0.1,10295,Validation,0.011295388452708721
v1,0.1,10427,Validation,0.030773233622312546
v1,0.1,10559,Validation,0.028768420219421387
v1,0.1,10691,Validation,0.02262067422270775
v1,0.1,10823,Validation,0.02097613923251629
v1,0.1,10955,Validation,0.021555937826633453
v1,0.1,11087,Validation,0.020101264119148254
v1,0.1,11219,Validation,0.01797831617295742
v1,0.1,11351,Validation,0.019223656505346298
v1,0.1,11483,Validation,0.018833335489034653
v1,0.1,11615,Validation,0.015952683985233307
v1,0.1,11747,Validation,0.01958220824599266
v1,0.1,11879,Validation,0.016472386196255684
v1,0.1,12011,Validation,0.013306960463523865
v1,0.1,12143,Validation,0.012608036398887634
v1,0.1,12275,Validation,0.01570035144686699
v1,0.1,12407,Validation,0.012948206625878811
v1,0.1,12539,Validation,0.013759070076048374
v1,0.1,12671,Validation,0.012094552628695965
v1,0.1,12803,Validation,0.016015704721212387
v1,0.1,12935,Validation,0.015019522048532963
v1,0.1,13067,Validation,0.011937043629586697
v1,0.1,13199,Validation,0.013156797736883163
v1,0.1,13331,Validation,0.011837346479296684
v1,0.1,13463,Validation,0.01294089388102293
v1,0.1,13595,Validation,0.014281119219958782
v1,0.1,13727,Validation,0.011901848949491978
v1,0.1,13859,Validation,0.011770620942115784
v1,0.1,13991,Validation,0.011740585789084435
v1,0.1,14123,Validation,0.011851588264107704
v1,0.1,14255,Validation,0.015285327099263668
v1,0.1,14387,Validation,0.01475912518799305
v1,0.1,14519,Validation,0.013820404186844826
v1,0.1,14651,Validation,0.012997006997466087
v1,0.1,14783,Validation,0.011647126637399197
v1,0.1,14915,Validation,0.01174676138907671
v1,0.1,15047,Validation,0.01212811004370451
v1,0.1,15179,Validation,0.012543648481369019
v1,0.1,15311,Validation,0.012768451124429703
v1,0.1,15443,Validation,0.011494613252580166
v1,0.1,15575,Validation,0.012669696472585201
v1,0.1,15707,Validation,0.014564478769898415
v1,0.1,15839,Validation,0.011653980240225792
v1,0.1,15971,Validation,0.011564144864678383
v1,0.1,16103,Validation,0.012123494409024715
v1,0.1,16235,Validation,0.011483708396553993
v1,0.1,16367,Validation,0.01203345600515604
v1,0.1,16499,Validation,0.012055957689881325
v1,0.1,16631,Validation,0.013828268274664879
v1,0.1,16763,Validation,0.012713192962110043
v1,0.1,16895,Validation,0.011581995524466038
v1,0.1,17027,Validation,0.011437740176916122
v1,0.1,17159,Validation,0.011854487471282482
v1,0.1,17291,Validation,0.011474024504423141
v1,0.1,17423,Validation,0.01216860767453909
v1,0.1,17555,Validation,0.012741070240736008
v1,0.1,17687,Validation,0.012395495548844337
v1,0.1,17819,Validation,0.01157668512314558
v1,0.1,17951,Validation,0.011765755712985992
v1,0.1,18083,Validation,0.0113332225009799
v1,0.1,18215,Validation,0.011966876685619354
v1,0.1,18347,Validation,0.011990207247436047
v1,0.1,18479,Validation,0.011389373801648617
v1,0.1,18611,Validation,0.013132590800523758
v1,0.1,18743,Validation,0.012666294351220131
v1,0.1,18875,Validation,0.015447890385985374
v1,0.1,19007,Validation,0.011883501894772053
v1,0.1,19139,Validation,0.01190986204892397
v1,0.1,19271,Validation,0.014991584233939648
v1,0.1,19403,Validation,0.011824438348412514
v1,0.1,19535,Validation,0.012217903509736061
v1,0.1,19667,Validation,0.013356510549783707
v1,0.1,19799,Validation,0.012675110250711441
v1,0.1,19931,Validation,0.01245549414306879
v1,0.1,20063,Validation,0.0167402992300194
v1,0.1,20195,Validation,0.016331981644019
v1,0.1,20327,Validation,0.01872955921851
v2,0.1,131,Validation,0.10432310402393341
v2,0.1,263,Validation,0.08329152315855026
v2,0.1,395,Validation,0.06973525881767273
v2,0.1,527,Validation,0.06420426070690155
v2,0.1,659,Validation,0.061439502984285355
v2,0.1,791,Validation,0.0575767382979393
v2,0.1,923,Validation,0.05802372843027115
v2,0.1,1055,Validation,0.05750661343336105
v2,0.1,1187,Validation,0.05776490643620491
v2,0.1,1319,Validation,0.05769126117229462
v2,0.1,1451,Validation,0.057492468506097794
v2,0.1,1583,Validation,0.05734957009553909
v2,0.1,1715,Validation,0.057586148381233215
v2,0.1,1847,Validation,0.057093940675258636
v2,0.1,1979,Validation,0.0567256361246109
v2,0.1,2111,Validation,0.056314997375011444
v2,0.1,2243,Validation,0.056453146040439606
v2,0.1,2375,Validation,0.05634941905736923
v2,0.1,2507,Validation,0.05626745522022247
v2,0.1,2639,Validation,0.056355588138103485
v2,0.1,2771,Validation,0.056305669248104095
v2,0.1,2903,Validation,0.05633769929409027
v2,0.1,3035,Validation,0.056459151208400726
v2,0.1,3167,Validation,0.05620700865983963
v2,0.1,3299,Validation,0.056225426495075226
v2,0.1,3431,Validation,0.05620871111750603
v2,0.1,3563,Validation,0.056187454611063004
v2,0.1,3695,Validation,0.05616014823317528
v2,0.1,3827,Validation,0.057034146040678024
v2,0.1,3959,Validation,0.0562453530728817
v2,0.1,4091,Validation,0.05618692561984062
v2,0.1,4223,Validation,0.05619475618004799
v2,0.1,4355,Validation,0.0561622716486454
v2,0.1,4487,Validation,0.058254070580005646
v2,0.1,4619,Validation,0.057356297969818115
v2,0.1,4751,Validation,0.05639294907450676
v2,0.1,4883,Validation,0.056208524852991104
v2,0.1,5015,Validation,0.05615495145320892
v2,0.1,5147,Validation,0.056157346814870834
v2,0.1,5279,Validation,0.05619294196367264
v2,0.1,5411,Validation,0.056142717599868774
v2,0.1,5543,Validation,0.05619163438677788
v2,0.1,5675,Validation,0.056139495223760605
v2,0.1,5807,Validation,0.05613446235656738
v2,0.1,5939,Validation,0.05628276243805885
v2,0.1,6071,Validation,0.056214578449726105
v2,0.1,6203,Validation,0.05612381547689438
v2,0.1,6335,Validation,0.05611516162753105
v2,0.1,6467,Validation,0.05765680596232414
v2,0.1,6599,Validation,0.05616699159145355
v2,0.1,6731,Validation,0.0562136247754097
v2,0.1,6863,Validation,0.05610647425055504
v2,0.1,6995,Validation,0.05609356611967087
v2,0.1,7127,Validation,0.056084044277668
v2,0.1,7259,Validation,0.056082386523485184
v2,0.1,7391,Validation,0.05610089376568794
v2,0.1,7523,Validation,0.056098487228155136
v2,0.1,7655,Validation,0.05612567439675331
v2,0.1,7787,Validation,0.05609798803925514
v2,0.1,7919,Validation,0.056108005344867706
v2,0.1,8051,Validation,0.05609051510691643
v2,0.1,8183,Validation,0.056065645068883896
v2,0.1,8315,Validation,0.0560731366276741
v2,0.1,8447,Validation,0.05606130510568619
v2,0.1,8579,Validation,0.056057192385196686
v2,0.1,8711,Validation,0.056055136024951935
v2,0.1,8843,Validation,0.05605502799153328
v2,0.1,8975,Validation,0.056051600724458694
v2,0.1,9107,Validation,0.056046999990940094
v2,0.1,9239,Validation,0.05604389309883118
v2,0.1,9371,Validation,0.0560370497405529
v2,0.1,9503,Validation,0.056058015674352646
v2,0.1,9635,Validation,0.05604913458228111
v2,0.1,9767,Validation,0.056040506809949875
v2,0.1,9899,Validation,0.05604441836476326
v2,0.1,10031,Validation,0.056032445281744
v2,0.1,10163,Validation,0.05602865293622017
v2,0.1,10295,Validation,0.05602629482746124
v2,0.1,10427,Validation,0.056024469435214996
v2,0.1,10559,Validation,0.05602069944143295
v2,0.1,10691,Validation,0.056015744805336
v2,0.1,10823,Validation,0.0560164712369442
v2,0.1,10955,Validation,0.05601273104548454
v2,0.1,11087,Validation,0.05600605905056
